[t=  0] PL1, THIS IS HQ: OPORD — SEIZE OBJ ALPHA. OUT.
[t=  1] SL2, THIS IS PL1: ADVANCE TO WP SILVER. OUT.
[t=  1] PL1, THIS IS SL2: WILCO. OUT.
[t=  2] SL1, THIS IS PL1: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t=  2] PL1, THIS IS SL1: WILCO. OUT.
[t=  3] PSG1, THIS IS PL1: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t=  3] PL1, THIS IS PSG1: WILCO. OUT.
[t=  4] TL1, THIS IS SL1: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t=  4] SL1, THIS IS TL1: WILCO. OUT.
[t=  4] TL1 RFN1 RFN3 RFN4, THIS IS RFN2: PREPARE TO BOUND ON MY SIGNAL. OUT.
[t=  5] TL2, THIS IS SL1: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t=  5] SL1, THIS IS TL2: WILCO. OUT.
[t=  5] RFN2: GO! OUT.
[t=  6] RFN1, THIS IS TL1: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t=  6] TL1, THIS IS RFN1: WILCO. OUT.
[t=  7] RFN2, THIS IS TL1: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t=  7] TL1, THIS IS RFN2: WILCO. OUT.
[t=  8] RFN4, THIS IS TL2: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t=  8] TL2, THIS IS RFN4: WILCO. OUT.
[t=  9] RFN3, THIS IS TL2: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t=  9] TL2, THIS IS RFN3: WILCO. OUT.
[t= 10] TL3, THIS IS SL2: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t= 10] SL2, THIS IS TL3: WILCO. OUT.
[t= 11] TL4, THIS IS SL2: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t= 11] SL2, THIS IS TL4: WILCO. OUT.
[t= 12] RFN5, THIS IS TL3: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t= 12] TL3, THIS IS RFN5: WILCO. OUT.
[t= 13] RFN6, THIS IS TL3: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t= 13] TL3, THIS IS RFN6: WILCO. OUT.
[t= 14] RFN7, THIS IS TL4: ADVANCE TO PL COBALT AT MY COMMAND. OUT.
[t= 14] TL4, THIS IS RFN7: WILCO. OUT.
[t= 15] RFN8, THIS IS TL4: ADVANCE TO PL AMBER AT MY COMMAND. OUT.
[t= 15] TL4, THIS IS RFN8: WILCO. OUT.
[t= 17] TL1, THIS IS RFN2: SITREP, GRID 0006, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 19] PL1, THIS IS PSG1: SITREP, GRID 0204, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 20] TL2, THIS IS RFN3: SITREP, GRID 0006, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 21] SL2, THIS IS TL3: SITREP, GRID 0104, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 22] PL1, THIS IS PSG1: SITREP, GRID 0103, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 23] TL2, THIS IS RFN4: SITREP, GRID 0007, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 24] SL1, THIS IS TL1: SITREP, GRID 0107, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 27] SL2, THIS IS TL4: SITREP, GRID 0006, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 28] PL1 PSG1 TL1 TL2 SL2, THIS IS SL1: PREPARE TO BOUND ON MY SIGNAL. OUT.
[t= 28] TL3, THIS IS RFN6: SITREP, GRID 0002, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 29] PL1, THIS IS PSG1: SITREP, GRID 0002, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 31] SL1, THIS IS TL1: SITREP, GRID 0107, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 33] TL3, THIS IS RFN5: SITREP, GRID 0107, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 34] TL3, THIS IS RFN6: SITREP, GRID 0103, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 36] TL3, THIS IS RFN6: SITREP, GRID 0003, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 41] TL1, THIS IS RFN2: SITREP, GRID 0005, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 42] TL1, THIS IS RFN2: SITREP, GRID 0005, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 43] TL2, THIS IS RFN3: SITREP, GRID 0004, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 44] TL2, THIS IS RFN3: SITREP, GRID 0004, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 46] TL4, THIS IS RFN8: SITREP, GRID 0004, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 49] TL4, THIS IS RFN7: SITREP, GRID 0005, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
[t= 51] TL2, THIS IS RFN4: SITREP, GRID 0004, HEALTH 100%, AMMO 30, IN THE OPEN. OVER.
